Diagnosis,Model,XAI_Method,Feature,Reduced Feature,Score,ABS Score,Normalized Score (0-1)
dcsDiabetesDiagnosisByHealthProf,NN,Feature_Ablation,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.029122577,0.029122577,0.092689326
cancerDiagnosedOther17,XGB,Permutation_Importance,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.019323802,0.019323802,0.092554903
cancerDiagnosedUterine17,NN,Permutation_Importance,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,0.019310834,0.019310834,0.09249279
asthmaDiagnosis,XGB,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.019298787,0.019298787,0.092435089
dcsDiabetesDiagnosisByHealthProf,NN,Saliency,sdohHowOftenStress,sdohHowOftenStress,0.081856824,0.081856824,0.092391997
cancerDiagnosedSkinnonmelano17,Ensemble,Permutation_Importance,sdohHowOftenForced,sdohHowOftenForced,0.019275049,0.019275049,0.092321391
cancerDiagnosis17,Ensemble,Feature_Ablation,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.02900118,0.02900118,0.092302952
strokeDiagnosis17,DT,LIME,#NAME?,#NAME?,-0.072190448,0.072190448,0.092300244
cancerDiagnosedBladder17,NN,Feature_Ablation,sdohDateCompletedMonth,sdohDateCompletedMonth,0.028995757,0.028995757,0.092285692
cancerDiagnosedBreast17,NN,Feature_Ablation,sdohHelpFromCommunity,sdohHelpFromCommunity,0.028994614,0.028994614,0.092282054
arthritisDiagnosis17,NN,LIME,sdohTelephoneOthersPerWeek <= -1.17,sdohTelephoneOthersPerWeek,-0.072146705,0.072146705,0.092244315
asthmaDiagnosis,DT,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.01925766,0.01925766,0.092238104
asthmaDiagnosis,NN,Permutation_Importance,sdohHowHardPayBasics,sdohHowHardPayBasics,0.01925766,0.01925766,0.092238104
cancerDiagnosedSkinnonmelano17,Ensemble,Feature_Ablation,sdohDateCompletedMonth,sdohDateCompletedMonth,0.028962044,0.028962044,0.092178393
cancerDiagnosedskinunknownType17,DT,LIME,#NAME?,#NAME?,-0.072091698,0.072091698,0.092173985
typeOfArthritisDiagnosed17,Ensemble,Feature_Ablation,sdohDateCompletedMonth,sdohDateCompletedMonth,0.028956291,0.028956291,0.092160083
cancerDiagnosedOther17,NN,Feature_Ablation,sdohNoHomeProblems,sdohNoHomeProblems,0.028954231,0.028954231,0.092153526
asthmaDiagnosis,NN,Permutation_Importance,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.019237096,0.019237096,0.092139609
asthmaDiagnosis,NN,Permutation_Importance,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.019237096,0.019237096,0.092139609
cancerDiagnosedProstate17,DT,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.028944077,0.028944077,0.092121209
cancerDiagnosis17,NN,LIME,#NAME?,#NAME?,0.072000014,0.072000014,0.092056761
cancerDiagnosedBladder17,Ensemble,Permutation_Importance,sdohAffordableHousing,sdohAffordableHousing,0.019218529,0.019218529,0.092050679
diabetesDiagnosis,NN,Feature_Ablation,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.028916143,0.028916143,0.092032302
cancerDiagnosedUterine17,NN,Permutation_Importance,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,0.019213394,0.019213394,0.092026084
asthmaDiagnosis,XGB,LIME,#NAME?,#NAME?,0.071941392,0.071941392,0.091981809
cancerDiagnosedskinunknownType17,NN,Permutation_Importance,sdohHowOftenForced,sdohHowOftenForced,0.019199288,0.019199288,0.09195852
anginaDiagnosis17,XGB,Permutation_Importance,sdohAttendChurchOrServices,sdohAttendChurchOrServices,0.019169214,0.019169214,0.091814475
dcsDiabetesDiagnosisByHealthProf,XGB,Permutation_Importance,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.019168461,0.019168461,0.091810869
cancerDiagnosedOther17,NN,SHAP,sdohHomeProblemMold,sdohHomeProblemMold,0.126450405,0.126450405,0.091777882
strokeDiagnosis17,Ensemble,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,0.019157933,0.019157933,0.091760443
cancerDiagnosedBreast17,Ensemble,Feature_Ablation,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.028815081,0.028815081,0.091710649
cancerDiagnosedskinunknownType17,Ensemble,Permutation_Importance,sdohHelpFromFamily,sdohHelpFromFamily,0.019145907,0.019145907,0.091702842
cancerDiagnosedBladder17,DT,LIME,#NAME?,#NAME?,0.071719004,0.071719004,0.091697471
cancerDiagnosedSkinnonmelano17,Ensemble,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,0.019131139,0.019131139,0.091632108
asthmaDiagnosis,Ensemble,Feature_Ablation,sdohDateCompletedMonth,sdohDateCompletedMonth,0.028788813,0.028788813,0.091627045
asthmaDiagnosis,Ensemble,Permutation_Importance,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.019123998,0.019123998,0.091597905
cancerDiagnosedskinunknownType17,DT,Permutation_Importance,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.01911032,0.01911032,0.091532392
cancerDiagnosedColon17,NN,Feature_Ablation,sdohHowHardPayBasics,sdohHowHardPayBasics,0.02874124,0.02874124,0.091475633
cancerDiagnosedBladder17,NN,Feature_Ablation,sdohFeelIsolated,sdohFeelIsolated,0.028730552,0.028730552,0.091441616
diabetesDiagnosis,XGB,SHAP,sdohHowOftenStress,sdohHowOftenStress,0.125952676,0.125952676,0.09141663
diabetesDiagnosis,NN,Feature_Ablation,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,0.028716722,0.028716722,0.091397599
cancerDiagnosedCervical17,NN,Permutation_Importance,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.019078014,0.019078014,0.091377656
cancerDiagnosis17,NN,Feature_Ablation,sdohHelpFromCommunity,sdohHelpFromCommunity,0.028706252,0.028706252,0.091364276
cancerDiagnosedUterine17,NN,Feature_Ablation,sdohHelpFromFriends,sdohHelpFromFriends,0.028700505,0.028700505,0.091345985
adhdaddDiagnosis517,NN,LIME,sdohAccessPublicTransportation <= -0.51,sdohAccessPublicTransportation,0.071435467,0.071435467,0.091334951
strokeDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenChildTouched,sdohHowOftenChildTouched,0.019056812,0.019056812,0.091276105
dcsDiabetesDiagnosisByHealthProf,NN,Feature_Ablation,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,0.028654368,0.028654368,0.091199143
cancerDiagnosedskinunknownType17,Ensemble,Feature_Ablation,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.028647687,0.028647687,0.091177879
anginaDiagnosis17,NN,Feature_Ablation,sdohHowHardPayBasics,sdohHowHardPayBasics,0.02859198,0.02859198,0.091000579
typeOfArthritisDiagnosed17,NN,Saliency,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,0.080498144,0.080498144,0.090858452
cancerDiagnosis17,XGB,SHAP,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.12509051,0.12509051,0.090790868
cancerDiagnosis17,Ensemble,Permutation_Importance,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.018953991,0.018953991,0.090783625
diabetesDiagnosis,NN,Feature_Ablation,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.0285173,0.0285173,0.090762892
highCholesterolDiagnosis17,NN,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.018946724,0.018946724,0.090748819
dcsDiabetesDiagnosisByHealthProf,NN,Feature_Ablation,sdohHowOftenHurtByOthers,sdohHowOftenHurtByOthers,0.028467085,0.028467085,0.090603072
highCholesterolDiagnosis17,XGB,SHAP,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.124799296,0.124799296,0.090579505
asthmaDiagnosis,NN,Permutation_Importance,sdohHowOftenAskedToTouch,sdohHowOftenAskedToTouch,0.018908081,0.018908081,0.090563731
cancerDiagnosis17,NN,Integrated_Gradients,sdohHomeProblemHeat,sdohHomeProblemHeat,-0.101716906,0.101716906,0.090444191
cancerDiagnosedProstate17,NN,Feature_Ablation,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,0.028408076,0.028408076,0.090415262
cancerDiagnosis17,XGB,SHAP,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.124569759,0.124569759,0.090412906
arthritisDiagnosis17,XGB,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.018874019,0.018874019,0.090400585
arthritisDiagnosis17,XGB,Feature_Ablation,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,0.028380249,0.028380249,0.090326696
diabetesDiagnosis,XGB,Permutation_Importance,sdohHowOftenStress,sdohHowOftenStress,0.01885532,0.01885532,0.090311022
cancerDiagnosedBreast17,Ensemble,Feature_Ablation,sdohHowOftenStress,sdohHowOftenStress,0.028366248,0.028366248,0.090282135
cancerDiagnosedLymphomaNonhodgkins17,DT,SHAP,sdohHomeProblemHeat,sdohHomeProblemHeat,0.1243784,0.1243784,0.090274018
adhdaddDiagnosis517,NN,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.018846327,0.018846327,0.090267949
dcsDiabetesDiagnosisByHealthProf,NN,LIME,sdohHomeProblemHeat <= -0.00,sdohHomeProblemHeat,0.070587392,0.070587392,0.090250631
cancerDiagnosedskinunknownType17,NN,Permutation_Importance,sdoh12MosThreatUtilityOff,sdoh12MosThreatUtilityOff,0.01883452,0.01883452,0.090211397
cancerDiagnosedSkinnonmelano17,Ensemble,Permutation_Importance,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,0.018834323,0.018834323,0.090210453
cancerDiagnosedSkinnonmelano17,XGB,Permutation_Importance,sdohHowOftenStress,sdohHowOftenStress,0.018825328,0.018825328,0.09016737
arthritisDiagnosis17,XGB,LIME,sdohRelationshipRespondentToAdult <= -0.15,sdohRelationshipRespondentToAdult,0.070489723,0.070489723,0.090125755
typeOfArthritisDiagnosed17,Ensemble,Feature_Ablation,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,0.028314854,0.028314854,0.090118561
strokeDiagnosis17,Ensemble,Feature_Ablation,sdohPlacesForParksplay,sdohPlacesForParksplay,0.028314028,0.028314028,0.090115932
highCholesterolDiagnosis17,NN,Saliency,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.079825751,0.079825751,0.09009952
adhdaddDiagnosis517,XGB,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.018801262,0.018801262,0.090052102
cancerDiagnosedskinunknownType17,Ensemble,Permutation_Importance,sdohHowOftenAskedToTouch,sdohHowOftenAskedToTouch,0.018798932,0.018798932,0.090040942
dcsDiabetesDiagnosisByHealthProf,Ensemble,LIME,sdohDateCompletedYear <= 0.54,sdohDateCompletedYear,0.070423271,0.070423271,0.090040791
anginaDiagnosis17,Ensemble,Feature_Ablation,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.028232332,0.028232332,0.089855916
anginaDiagnosis17,NN,Feature_Ablation,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,0.028232332,0.028232332,0.089855916
typeOfArthritisDiagnosed17,NN,Feature_Ablation,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.02822322,0.02822322,0.089826915
diabetesDiagnosis,NN,Feature_Ablation,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.028218167,0.028218167,0.089810833
cancerDiagnosedSkinMelanoma17,Ensemble,Feature_Ablation,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.028199179,0.028199179,0.089750399
diabetesDiagnosis,XGB,SHAP,sdohAttendChurchOrServices,sdohAttendChurchOrServices,0.123615541,0.123615541,0.089720334
typeOfArthritisDiagnosed17,Ensemble,Permutation_Importance,sdoh12MosNoTransDaily,sdoh12MosNoTransDaily,0.018729955,0.018729955,0.089710564
asthmaDiagnosis,XGB,LIME,#NAME?,#NAME?,-0.070148562,0.070148562,0.089689558
cancerDiagnosedProstate17,Ensemble,Permutation_Importance,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.018724317,0.018724317,0.089683559
adhdaddDiagnosis517,NN,LIME,sdohDateCompletedYear <= -0.73,sdohDateCompletedYear,0.070061967,0.070061967,0.08957884
cancerDiagnosedOther17,Ensemble,Feature_Ablation,sdohPlacesForParksplay,sdohPlacesForParksplay,0.028144951,0.028144951,0.089577806
cancerDiagnosedskinunknownType17,Ensemble,Permutation_Importance,sdohHowOftenStress,sdohHowOftenStress,0.018701068,0.018701068,0.089572204
cancerDiagnosedSkinnonmelano17,XGB,Permutation_Importance,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.018681418,0.018681418,0.089478087
emphysemaDiagnosis17,NN,Feature_Ablation,sdohDiscriminationByPolice,sdohDiscriminationByPolice,0.028091905,0.028091905,0.089408975
diabetesDiagnosis,Ensemble,Permutation_Importance,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.018655898,0.018655898,0.089355854
strokeDiagnosis17,NN,LIME,#NAME?,#NAME?,-0.06982445,0.06982445,0.089275159
typeOfArthritisDiagnosed17,Ensemble,Feature_Ablation,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.028039952,0.028039952,0.089243622
typeOfArthritisDiagnosed17,NN,Feature_Ablation,sdohLivedWithDrugs18,sdohLivedWithDrugs18,0.028039952,0.028039952,0.089243622
diabetesDiagnosis,NN,Feature_Ablation,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.028018746,0.028018746,0.089176129
diabetesDiagnosis,NN,LIME,#NAME?,#NAME?,0.06960021,0.06960021,0.088988454
arthritisDiagnosis17,XGB,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.018574066,0.018574066,0.088963904
anginaDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.018566805,0.018566805,0.088929127
cancerDiagnosedLung17,NN,Permutation_Importance,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,0.018557522,0.018557522,0.088884664
cancerDiagnosis17,NN,Feature_Ablation,sdohPlacesForParksplay,sdohPlacesForParksplay,0.02791978,0.02791978,0.088861147
dcsDiabetesDiagnosisByHealthProf,XGB,Feature_Ablation,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.027905235,0.027905235,0.088814854
emphysemaDiagnosis17,DT,SHAP,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.12233395,0.12233395,0.088790153
dcsDiabetesDiagnosisByHealthProf,XGB,Permutation_Importance,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.018531698,0.018531698,0.088760975
asthmaDiagnosis,NN,Integrated_Gradients,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.099818483,0.099818483,0.08875616
dcsDiabetesDiagnosisByHealthProf,NN,LIME,sdohUsedElectronicNicotineProd <= -0.03,sdohUsedElectronicNicotineProd,-0.069364547,0.069364547,0.088687143
cancerDiagnosedBreast17,Ensemble,Permutation_Importance,sdohHelpFromFriends,sdohHelpFromFriends,0.018509874,0.018509874,0.088656445
strokeDiagnosis17,Ensemble,Feature_Ablation,sdohFeelLeftOut,sdohFeelLeftOut,0.027854385,0.027854385,0.088653012
cancerDiagnosedColon17,NN,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,0.018504391,0.018504391,0.088630183
cancerDiagnosis17,NN,Saliency,sdohHomeProblemPests,sdohHomeProblemPests,0.078355625,0.078355625,0.088440186
diabetesDiagnosis,XGB,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.018456476,0.018456476,0.088400686
diabetesDiagnosis,XGB,Permutation_Importance,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.018456476,0.018456476,0.088400686
asthmaDiagnosis,XGB,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.018455686,0.018455686,0.088396902
cancerDiagnosedColon17,NN,Feature_Ablation,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.027765457,0.027765457,0.088369978
cancerDiagnosedBladder17,DT,SHAP,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.12162231,0.12162231,0.088273644
emphysemaDiagnosis17,NN,Feature_Ablation,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.027732903,0.027732903,0.088266368
cancerDiagnosedOther17,XGB,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.018424602,0.018424602,0.088248019
cancerDiagnosis17,Ensemble,Feature_Ablation,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.027723162,0.027723162,0.088235365
asthmaDiagnosis,XGB,LIME,sdohRelationshipRespondentToAdult <= -0.14,sdohRelationshipRespondentToAdult,-0.06899477,0.06899477,0.088214359
cancerDiagnosedSkinnonmelano17,Ensemble,Feature_Ablation,sdohHowOftenStress,sdohHowOftenStress,0.027702824,0.027702824,0.088170635
cancerDiagnosis17,Ensemble,Permutation_Importance,sdohHelpFromFamily,sdohHelpFromFamily,0.01839363,0.01839363,0.088099673
typeOfArthritisDiagnosed17,Ensemble,Feature_Ablation,sdohHowHardPayBasics,sdohHowHardPayBasics,0.027673417,0.027673417,0.08807704
emphysemaDiagnosis17,NN,Feature_Ablation,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.027643152,0.027643152,0.087980715
typeOfArthritisDiagnosed17,Ensemble,Permutation_Importance,sdohLivedWithDrugs18,sdohLivedWithDrugs18,0.01836342,0.01836342,0.087954977
dcsDiabetesDiagnosisByHealthProf,Ensemble,Feature_Ablation,sdohHelpFromCommunity,sdohHelpFromCommunity,0.027624309,0.027624309,0.087920742
asthmaDiagnosis,NN,Integrated_Gradients,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,-0.098873384,0.098873384,0.087915801
strokeDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenInsulted,sdohHowOftenInsulted,0.018348961,0.018348961,0.087885723
adhdaddDiagnosis517,Ensemble,Permutation_Importance,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.018332582,0.018332582,0.087807272
cancerDiagnosedUterine17,NN,Feature_Ablation,sdohHowOftenAskedToTouch,sdohHowOftenAskedToTouch,0.027548941,0.027548941,0.087680866
strokeDiagnosis17,XGB,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.018302997,0.018302997,0.08766557
highCholesterolDiagnosis17,XGB,LIME,#NAME?,#NAME?,-0.068526199,0.068526199,0.08761526
cancerDiagnosedSkinnonmelano17,XGB,Feature_Ablation,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.027522936,0.027522936,0.087598099
diabetesDiagnosis,XGB,Feature_Ablation,sdohHomeProblemLead,sdohHomeProblemLead,0.027520191,0.027520191,0.087589363
cancerDiagnosedUterine17,NN,Permutation_Importance,sdohDiscriminationApplyingServices,sdohDiscriminationApplyingServices,0.018265568,0.018265568,0.087486297
diabetesDiagnosis,NN,LIME,#NAME?,#NAME?,-0.06842157,0.06842157,0.087481485
highCholesterolDiagnosis17,XGB,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.018248622,0.018248622,0.087405131
cancerDiagnosedUterine17,NN,Feature_Ablation,sdohHelpFromCommunity,sdohHelpFromCommunity,0.02746036,0.02746036,0.087398937
cancerDiagnosis17,XGB,Permutation_Importance,sdohHowOftenStress,sdohHowOftenStress,0.018246166,0.018246166,0.087393367
asthmaDiagnosis,XGB,Permutation_Importance,sdohHelpFromFriends,sdohHelpFromFriends,0.01823977,0.01823977,0.087362732
cancerDiagnosis17,Ensemble,Feature_Ablation,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,0.027428234,0.027428234,0.087296688
cancerDiagnosedOther17,Ensemble,Feature_Ablation,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.027425591,0.027425591,0.087288276
diabetesDiagnosis,Ensemble,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.027420481,0.027420481,0.087272013
diabetesDiagnosis,NN,Feature_Ablation,sdohDateCompletedYear,sdohDateCompletedYear,0.027420481,0.027420481,0.087272013
cancerDiagnosedSkinMelanoma17,NN,Feature_Ablation,sdohDiscriminationByPolice,sdohDiscriminationByPolice,0.027396038,0.027396038,0.087194217
strokeDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenAskedToTouch,sdohHowOftenAskedToTouch,0.018192682,0.018192682,0.087137196
diabetesDiagnosis,XGB,SHAP,sdohPlacesForParksplay,sdohPlacesForParksplay,0.120014392,0.120014392,0.087106615
asthmaDiagnosis,Ensemble,LIME,#NAME?,#NAME?,0.068117013,0.068117013,0.087092089
cancerDiagnosedSkinMelanoma17,DT,LIME,sdohDiscriminationAtWork <= -0.03,sdohDiscriminationAtWork,-0.068090769,0.068090769,0.087058534
cancerDiagnosedSkinnonmelano17,XGB,Feature_Ablation,sdohAffordableHousing,sdohAffordableHousing,0.027343047,0.027343047,0.087025561
cancerDiagnosedOther17,DT,Feature_Ablation,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.027335671,0.027335671,0.087002085
anginaDiagnosis17,Ensemble,Feature_Ablation,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,0.027333213,0.027333213,0.086994262
typeOfArthritisDiagnosed17,XGB,Permutation_Importance,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.018161825,0.018161825,0.0869894
cancerDiagnosis17,XGB,Permutation_Importance,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.018138026,0.018138026,0.086875411
dcsDiabetesDiagnosisByHealthProf,Ensemble,Permutation_Importance,sdoh12MosThreatUtilityOff,sdoh12MosThreatUtilityOff,0.018129038,0.018129038,0.086832361
cancerDiagnosedUterine17,NN,LIME,sdohHowOftenAbused18 <= 0.13,sdohHowOftenAbused18,-0.067850647,0.067850647,0.086751522
cancerDiagnosedProstate17,NN,Feature_Ablation,sdohHowOftenAbused18,sdohHowOftenAbused18,0.027246739,0.027246739,0.086719039
typeOfArthritisDiagnosed17,XGB,SHAP,sdohMeetingsPerYear,sdohMeetingsPerYear,0.119464442,0.119464442,0.08670746
cancerDiagnosedLung17,Ensemble,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.018088496,0.018088496,0.086638178
typeOfArthritisDiagnosed17,Ensemble,Feature_Ablation,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.027215248,0.027215248,0.086618811
typeOfArthritisDiagnosed17,NN,Feature_Ablation,sdohHomeProblemHeat,sdohHomeProblemHeat,0.027215248,0.027215248,0.086618811
asthmaDiagnosis,NN,Permutation_Importance,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,0.01806498,0.01806498,0.086525543
